,Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensemblid,ensembl,entrezgene,hgnc_symbol,hgnc_biotype,chromosome_name,chromosome_start,chromosome_end,DMEM_F12 / 3373-EN-10 (raw),DMEM_F12 / 3373-EN-11 (raw),TF-NB / 3506-EN-1 (raw),TF-NB / 3506-EN-2 (raw),TF-NB / 3506-EN-3 (raw),DMEM_F12 / 3373-EN-10 (normalized),DMEM_F12 / 3373-EN-11 (normalized),TF-NB / 3506-EN-1 (normalized),TF-NB / 3506-EN-2 (normalized),TF-NB / 3506-EN-3 (normalized)
261,ENSG00000130054.4,294.4123595,-2.34123127,0.323684272,-7.233070833,4.72E-13,3.36E-11,ENSG00000130054,ENSG00000130054.4,27112,FAM155B,protein_coding,X,69504326,69532508,56.76323251,119.3100351,395.6708372,470.28212,430.0355727,37,46,550,689,885
262,ENSG00000128268.11,1689.014953,1.384934999,0.191589245,7.228667776,4.88E-13,3.46E-11,ENSG00000128268,ENSG00000128268.11,4248,MGAT3,protein_coding,22,39457012,39492194,2577.357584,2788.223647,874.792251,1079.805971,1124.895312,1680,1075,1216,1582,2315
263,ENSG00000280927.1,275.1576308,1.800431904,0.249541649,7.214955538,5.40E-13,3.81E-11,ENSG00000280927,ENSG00000280927.1,285463,CTBP1-AS,lncRNA,4,1210120,1218591,400.4109104,562.8321222,134.5280846,138.5591732,139.4578637,261,217,187,203,287
264,ENSG00000218226.1,349.4011809,2.077489156,0.288438593,7.202535334,5.91E-13,4.16E-11,ENSG00000218226,ENSG00000218226.1,NA,TATDN2P2,processed_pseudogene,6,158609706,158621636,632.0662647,656.2051932,207.1876384,127.6382532,123.9085549,412,253,288,187,255
265,ENSG00000221866.9,330.9573479,1.956476809,0.271659449,7.201946474,5.94E-13,4.16E-11,ENSG00000221866,ENSG00000221866.9,91584,PLXNA4,protein_coding,7,132123332,132648688,489.3911127,705.4854251,127.3340694,179.5126235,153.0635089,319,272,177,263,315
266,ENSG00000112175.7,177.481186,2.567594835,0.356936902,7.193413795,6.32E-13,4.41E-11,ENSG00000112175,ENSG00000112175.7,653,BMP5,protein_coding,6,55753653,55875590,398.876769,308.6498735,44.60289438,86.68480297,48.59159014,260,119,62,127,100
267,ENSG00000170681.6,595.2615462,1.447047573,0.20164794,7.176108899,7.17E-13,4.99E-11,ENSG00000170681,ENSG00000170681.6,347273,CAVIN4,protein_coding,9,100578079,100588389,895.9385888,1024.510084,364.0171702,377.4542995,314.3875882,584,395,506,553,647
268,ENSG00000196975.15,2222.987313,-1.413474125,0.197035195,-7.173713947,7.30E-13,5.06E-11,ENSG00000196975,ENSG00000196975.15,307,ANXA4,protein_coding,2,69644425,69827112,1277.939802,941.5117989,2912.137362,2878.344993,3105.00261,833,363,4048,4217,6390
269,ENSG00000169871.12,6124.283939,-1.187589644,0.165579391,-7.172327638,7.37E-13,5.09E-11,ENSG00000169871,ENSG00000169871.12,81844,TRIM56,protein_coding,7,101085481,101097967,3335.223445,3600.050625,8427.069431,7188.013071,8071.063122,2174,1388,11714,10531,16610
270,ENSG00000132938.19,402.3551052,2.195613877,0.306366533,7.166624412,7.69E-13,5.29E-11,ENSG00000132938,ENSG00000132938.19,23281,MTUS2,protein_coding,13,28820348,29505947,653.5442446,863.7009065,116.5430466,158.3533409,219.6339874,426,333,162,232,452
271,ENSG00000164124.10,890.0886484,-1.487630338,0.208155369,-7.146730577,8.89E-13,6.09E-11,ENSG00000164124,ENSG00000164124.10,55314,TMEM144,protein_coding,4,158201604,158255416,489.3911127,360.5238018,1201.400542,1243.619772,1155.508014,319,139,1670,1822,2378
272,ENSG00000128266.8,462.7923605,1.384848463,0.193905347,7.141878661,9.21E-13,6.29E-11,ENSG00000128266,ENSG00000128266.8,2781,GNAZ,protein_coding,22,23070519,23125032,702.63677,767.7341391,277.6889876,292.8171691,273.0847366,458,296,386,429,562
273,ENSG00000197647.11,1099.864717,-1.493082574,0.209495192,-7.127049346,1.03E-12,6.98E-11,ENSG00000197647,ENSG00000197647.11,163059,ZNF433,protein_coding,19,12014732,12035741,570.7006079,479.8338369,1309.31077,1450.434695,1689.043673,372,185,1820,2125,3476
274,ENSG00000106123.11,4583.590469,1.140758842,0.160149803,7.123073629,1.06E-12,7.16E-11,ENSG00000106123,ENSG00000106123.11,2051,EPHB6,protein_coding,7,142855061,142871094,6926.648508,6712.486324,3233.709842,2834.661313,3210.446361,4515,2588,4495,4153,6607
275,ENSG00000139679.15,259.9234804,-2.479603478,0.348307108,-7.119014861,1.09E-12,7.34E-11,ENSG00000139679,ENSG00000139679.15,10161,LPAR6,protein_coding,13,48389567,48444704,95.11676799,38.90544624,400.7066479,425.2333248,339.6552151,62,15,557,623,699
276,ENSG00000198944.5,6167.964764,1.237103816,0.173935843,7.112414531,1.14E-12,7.67E-11,ENSG00000198944,ENSG00000198944.5,134548,SOWAHA,protein_coding,5,132813302,132816786,8816.710736,10032.41774,3596.288209,4057.121802,4337.285336,5747,3868,4999,5944,8926
277,ENSG00000142449.12,7603.834622,1.455586659,0.204985498,7.100925057,1.24E-12,8.31E-11,ENSG00000142449,ENSG00000142449.12,84467,FBN3,protein_coding,19,8065402,8149592,10628.53175,13951.49302,3844.481735,4858.444311,4736.222291,6928,5379,5344,7118,9747
278,ENSG00000183248.11,2937.797255,1.548124757,0.218035709,7.100326664,1.24E-12,8.32E-11,ENSG00000183248,ENSG00000183248.11,80164,PRR36,protein_coding,19,7868719,7874390,3901.321629,5809.879971,1763.972532,1651.106601,1562.705539,2543,2240,2452,2419,3216
279,ENSG00000184226.14,2162.776352,1.935291583,0.272720215,7.096252786,1.28E-12,8.53E-11,ENSG00000184226,ENSG00000184226.14,5101,PCDH9,protein_coding,13,66302834,67230445,4685.267894,3081.311342,743.8611739,1167.855889,1135.585462,3054,1188,1034,1711,2337
280,ENSG00000116133.11,35770.25211,1.15654546,0.163160979,7.088370422,1.36E-12,9.00E-11,ENSG00000116133,ENSG00000116133.11,1718,DHCR24,protein_coding,1,54849627,54887195,51076.17027,55837.09644,26184.7766,22261.61298,23491.60425,33293,21528,36398,32615,48345
281,ENSG00000178162.8,95.06159863,-4.723237574,0.666391521,-7.087781617,1.36E-12,9.01E-11,ENSG00000178162,ENSG00000178162.8,NA,FAR2P2,transcribed_unprocessed_pseudogene,2,130416755,130431363,4.602424258,7.781089247,145.3191075,178.1475085,139.4578637,3,3,202,261,287
282,ENSG00000261505.1,699.2464827,1.586116847,0.224122374,7.077012507,1.47E-12,9.70E-11,ENSG00000261505,ENSG00000261505.1,NA,,lncRNA,16,1317891,1322845,1050.886872,1281.286029,459.6975727,343.3264244,361.0355147,685,494,639,503,743
283,ENSG00000164823.9,1592.235104,-1.311294818,0.185429241,-7.071672249,1.53E-12,1.00E-10,ENSG00000164823,ENSG00000164823.9,734,OSGIN2,protein_coding,8,89901849,89927888,934.2921243,746.9845677,2051.733141,2191.692144,2036.473543,609,288,2852,3211,4191
284,ENSG00000185090.14,286.347752,-2.031756827,0.287526967,-7.066317463,1.59E-12,1.04E-10,ENSG00000185090,ENSG00000185090.14,149175,MANEAL,protein_coding,1,37793802,37801137,79.7753538,124.497428,420.130489,447.7577224,359.577767,52,48,584,656,740
285,ENSG00000250899.3,1703.18185,1.400585851,0.198239615,7.065115865,1.60E-12,1.05E-10,ENSG00000250899,ENSG00000250899.3,NA,,lncRNA,12,3041437,3044950,2512.923645,2917.908468,1146.726026,1059.329246,879.0218656,1638,1125,1594,1552,1809
286,ENSG00000197892.12,3554.102462,1.071363581,0.15176004,7.059589464,1.67E-12,1.08E-10,ENSG00000197892,ENSG00000197892.12,23303,KIF13B,protein_coding,8,29067278,29263124,5240.627088,5127.737814,2464.669615,2562.320869,2375.156926,3416,1977,3426,3754,4888
287,ENSG00000081479.12,51515.63159,1.352779334,0.191942662,7.047830446,1.82E-12,1.18E-10,ENSG00000081479,ENSG00000081479.12,4036,LRP2,protein_coding,2,169127109,169362534,85864.36109,76407.70271,37415.35377,28945.21606,28945.52433,55969,29459,52009,42407,59569
288,ENSG00000114554.11,11909.60538,1.194682352,0.169621063,7.04324294,1.88E-12,1.21E-10,ENSG00000114554,ENSG00000114554.11,5361,PLXNA1,protein_coding,3,126988594,127037392,16631.62713,19343.78787,8475.269333,7269.237414,7828.105172,10841,7458,11781,10650,16110
289,ENSG00000164237.8,1232.557257,-1.301586623,0.185166675,-7.029270394,2.08E-12,1.33E-10,ENSG00000164237,ENSG00000164237.8,134147,CMBL,protein_coding,5,10275875,10307902,711.8416185,596.5501756,1709.298017,1532.341596,1612.754877,464,230,2376,2245,3319
290,ENSG00000121931.15,1468.13588,-1.991381737,0.283333162,-7.028410375,2.09E-12,1.33E-10,ENSG00000121931,ENSG00000121931.15,55791,LRIF1,protein_coding,1,110947190,110963965,682.6929315,365.7111946,1739.512881,2309.774592,2242.987801,445,141,2418,3384,4616
291,ENSG00000104964.14,1319.724354,-1.455808846,0.207136472,-7.028259348,2.09E-12,1.33E-10,ENSG00000104964,ENSG00000104964.14,166,TLE5,protein_coding,19,3052910,3063107,595.2468706,697.7043358,1807.856025,1515.277658,1982.536878,388,269,2513,2220,4080
292,ENSG00000248890.1,275.0970424,1.64946353,0.234932117,7.021021854,2.20E-12,1.40E-10,ENSG00000248890,ENSG00000248890.1,646576,HHIP-AS1,lncRNA,4,144642922,144661357,446.435153,485.0212298,128.0534709,155.6231108,160.3522475,291,187,178,228,330
293,ENSG00000122778.9,3108.343912,1.133073214,0.161544487,7.014001109,2.32E-12,1.47E-10,ENSG00000122778,ENSG00000122778.9,57670,KIAA1549,protein_coding,7,138831381,138981389,4470.488095,4759.432923,2093.45843,2246.979302,1971.360812,2914,1835,2910,3292,4057
294,ENSG00000112787.12,5826.771795,1.630910242,0.233294567,6.990776789,2.73E-12,1.73E-10,ENSG00000112787,ENSG00000112787.12,57666,FBRSL1,protein_coding,12,132489551,132585188,7520.361237,12109.96857,3302.772388,2939.775168,3260.981614,4902,4669,4591,4307,6711
295,ENSG00000182223.7,71.27792778,3.275757094,0.468683077,6.989279652,2.76E-12,1.74E-10,ENSG00000182223,ENSG00000182223.7,326340,ZAR1,protein_coding,4,48490252,48494389,139.6068691,168.590267,14.38803044,24.57207013,9.232402127,91,65,20,36,19
296,ENSG00000110660.14,5702.884233,1.057883495,0.151430655,6.985926962,2.83E-12,1.78E-10,ENSG00000110660,ENSG00000110660.14,54733,SLC35F2,protein_coding,11,107790991,107928293,8012.820632,8561.791869,3813.547469,4081.011315,4045.249879,5223,3301,5301,5979,8325
297,ENSG00000145248.6,689.0332168,1.898782501,0.271863629,6.98431971,2.86E-12,1.79E-10,ENSG00000145248,ENSG00000145248.6,201780,SLC10A4,protein_coding,4,48483343,48489526,972.6456598,1486.188046,254.6681389,370.6287245,361.0355147,634,573,354,543,743
298,ENSG00000101224.17,3299.682475,1.422612543,0.203801114,6.980396317,2.94E-12,1.83E-10,ENSG00000101224,ENSG00000101224.17,994,CDC25B,protein_coding,20,3786772,3806121,4395.315166,6185.965952,2033.748103,2023.782998,1859.600155,2865,2385,2827,2965,3827
299,ENSG00000099822.2,149.4138855,-2.557137431,0.366390915,-6.979259929,2.97E-12,1.84E-10,ENSG00000099822,ENSG00000099822.2,610,HCN2,protein_coding,19,589881,617159,41.42181832,33.71805341,198.5548201,202.7195786,270.6551571,27,13,276,297,557
300,ENSG00000198682.12,178.807079,-2.201340241,0.315760835,-6.971543006,3.13E-12,1.94E-10,ENSG00000198682,ENSG00000198682.12,9060,PAPSS2,protein_coding,10,87659613,87747705,64.43393961,46.68653548,290.638215,246.4032588,245.8734461,42,18,404,361,506
301,ENSG00000153395.9,13631.22389,1.152027495,0.165542508,6.959103781,3.42E-12,2.11E-10,ENSG00000153395,ENSG00000153395.9,79888,LPCAT1,protein_coding,5,1456480,1523962,18908.29299,21784.4562,8450.809681,9572.186432,9440.374132,12325,8399,11747,14024,19428
302,ENSG00000197483.9,708.9540667,1.386399076,0.199401128,6.952814602,3.58E-12,2.20E-10,ENSG00000197483,ENSG00000197483.9,89887,ZNF628,protein_coding,19,55476617,55484487,1060.091721,1193.100351,480.5602168,386.3275471,424.6904978,691,460,668,566,874
303,ENSG00000172893.15,9038.177029,1.320099534,0.189891791,6.951851506,3.61E-12,2.21E-10,ENSG00000172893,ENSG00000172893.15,1717,DHCR7,protein_coding,11,71428193,71452868,12595.30105,15637.39569,6318.503569,5093.92665,5545.758183,8210,6029,8783,7463,11413
304,ENSG00000171680.21,1984.271109,1.503137531,0.217439519,6.912899436,4.75E-12,2.90E-10,ENSG00000171680,ENSG00000171680.21,57449,PLEKHG5,protein_coding,1,6467122,6520074,2634.120817,3856.82657,1071.188867,1137.140801,1222.078492,1717,1487,1489,1666,2515
305,ENSG00000279348.1,355.037824,1.727748326,0.250055416,6.909461721,4.86E-12,2.96E-10,ENSG00000279348,ENSG00000279348.1,NA,,TEC,2,216211404,216213519,701.1026286,518.7392832,207.1876384,189.750986,158.4085839,457,200,288,278,326
306,ENSG00000233493.3,210.6005849,1.915166957,0.277645635,6.897882468,5.28E-12,3.20E-10,ENSG00000233493,ENSG00000233493.3,388564,TMEM238,protein_coding,19,55379244,55384292,326.7721223,427.9599086,81.29237201,107.1615281,109.8169937,213,165,113,157,226
307,ENSG00000137975.7,193.9919996,-2.871012976,0.416666021,-6.890441823,5.56E-12,3.37E-10,ENSG00000137975,ENSG00000137975.7,9635,CLCA2,protein_coding,1,86424171,86456553,56.76323251,20.74957133,260.423351,245.7207013,386.3031416,37,8,362,360,795
308,ENSG00000128578.9,535.4023285,-1.621849591,0.235448428,-6.888343257,5.64E-12,3.40E-10,ENSG00000128578,ENSG00000128578.9,57464,STRIP2,protein_coding,7,129434432,129488399,273.0771726,199.714624,679.1150369,819.0690044,706.0358047,178,77,944,1200,1453
309,ENSG00000138798.11,194.3422769,1.817086281,0.26387929,6.88605112,5.74E-12,3.45E-10,ENSG00000138798,ENSG00000138798.11,1950,EGF,protein_coding,4,109912883,110013766,308.3624253,373.4922839,99.99681158,105.7964131,84.06345094,201,144,139,155,173
310,ENSG00000115361.7,431.7190914,-2.483707584,0.360813645,-6.883629872,5.83E-12,3.50E-10,ENSG00000115361,ENSG00000115361.7,33,ACADL,protein_coding,2,210187126,210225447,162.6189904,62.24871398,733.0701511,512.6006853,688.0569164,106,24,1019,751,1416
311,ENSG00000105559.11,590.2343868,1.567944589,0.228015265,6.876489558,6.13E-12,3.66E-10,ENSG00000105559,ENSG00000105559.11,57664,PLEKHA4,protein_coding,19,48837097,48868617,860.6533362,1099.72728,366.8947763,344.0089819,279.8875592,561,424,510,504,576
312,ENSG00000124212.5,3437.153453,1.071133236,0.155788477,6.875561358,6.17E-12,3.68E-10,ENSG00000124212,ENSG00000124212.5,5740,PTGIS,protein_coding,20,49503874,49568137,5018.176582,5008.427779,2515.747123,2391.681493,2251.734287,3271,1931,3497,3504,4634
313,ENSG00000158560.14,1499.698542,1.342235747,0.195401351,6.86912213,6.46E-12,3.83E-10,ENSG00000158560,ENSG00000158560.14,1780,DYNC1I1,protein_coding,7,95772506,96110322,2591.164857,2119.049972,843.138584,909.1665949,1035.972702,1689,817,1172,1332,2132
314,ENSG00000142798.17,43899.78356,1.658781625,0.241554845,6.867101442,6.55E-12,3.84E-10,ENSG00000142798,ENSG00000142798.17,3339,HSPG2,protein_coding,1,21822244,21937310,64035.06284,84772.37365,29960.91519,20707.42955,20023.13655,41740,32684,41647,30338,41207
315,ENSG00000134873.9,956.9196623,-1.626709715,0.236850709,-6.868080418,6.51E-12,3.84E-10,ENSG00000134873,ENSG00000134873.9,9071,CLDN10,protein_coding,13,95433604,95579759,492.4593956,352.7427125,1537.361053,1182.872154,1219.162997,321,136,2137,1733,2509
316,ENSG00000062038.13,38271.51257,1.337510839,0.194767568,6.867215401,6.55E-12,3.84E-10,ENSG00000062038,ENSG00000062038.13,1001,CDH3,protein_coding,16,68636189,68722616,54770.38281,65314.46314,20705.09521,23150.30285,27417.31882,35701,25182,28781,33917,56424
317,ENSG00000186185.13,2842.905951,1.697953983,0.247257114,6.86715927,6.55E-12,3.84E-10,ENSG00000186185,ENSG00000186185.13,146909,KIF18B,protein_coding,17,44924709,44947773,3658.927285,6064.06222,1333.051021,1614.248496,1544.240735,2385,2338,1853,2365,3178
318,ENSG00000178567.7,5821.515432,-1.03468543,0.150763572,-6.862967084,6.74E-12,3.94E-10,ENSG00000178567,ENSG00000178567.7,9852,EPM2AIP1,protein_coding,3,36985043,36993131,3712.622234,3431.460358,7447.963959,7218.045602,7297.485007,2420,1323,10353,10575,15018
319,ENSG00000162552.14,609.5243468,1.530987336,0.223407035,6.852905674,7.24E-12,4.21E-10,ENSG00000162552,ENSG00000162552.14,54361,WNT4,protein_coding,1,22117313,22143969,862.1874776,1146.413816,310.0620561,346.0566544,382.9017303,562,442,431,507,788
320,ENSG00000101190.12,1096.689152,-1.194984605,0.174412392,-6.851489128,7.31E-12,4.24E-10,ENSG00000101190,ENSG00000101190.12,10732,TCFL5,protein_coding,20,62841005,62861822,628.9979819,606.9249613,1343.842043,1470.228863,1433.451909,410,234,1868,2154,2950
321,ENSG00000145860.11,8512.431777,1.137933933,0.166166906,6.848138198,7.48E-12,4.33E-10,ENSG00000145860,ENSG00000145860.11,153830,RNF145,protein_coding,5,159157409,159210053,13264.18671,12045.12615,5214.222233,6139.604746,5899.019043,8646,4644,7248,8995,12140
322,ENSG00000109265.13,4190.033952,1.131847831,0.165311998,6.84673733,7.56E-12,4.36E-10,ENSG00000109265,ENSG00000109265.13,57482,CRACD,protein_coding,4,56049073,56328625,5954.002848,6484.241039,2630.851367,3071.508767,2809.565742,3881,2500,3657,4500,5782
323,ENSG00000197321.14,9705.896277,1.086489046,0.159090682,6.829369459,8.53E-12,4.91E-10,ENSG00000197321,ENSG00000197321.14,6840,SVIL,protein_coding,10,29457338,29736959,13098.49944,15344.308,6688.995353,6648.792643,6748.885955,8538,5916,9298,9741,13889
324,ENSG00000070182.19,166.9557546,1.812199771,0.265907658,6.815146981,9.42E-12,5.40E-10,ENSG00000070182,ENSG00000070182.19,6710,SPTB,protein_coding,14,64746283,64879907,283.8161625,300.8687842,92.08339484,84.63713046,73.37330111,185,116,128,124,151
325,ENSG00000189056.13,1720.808878,2.679483224,0.393522334,6.808973705,9.83E-12,5.62E-10,ENSG00000189056,ENSG00000189056.13,5649,RELN,protein_coding,7,103471784,103989658,3003.848899,3968.355516,252.5099343,819.0690044,560.2610343,1958,1530,351,1200,1153
326,ENSG00000159200.17,1676.229052,-1.421405947,0.208839601,-6.806208872,1.00E-11,5.71E-10,ENSG00000159200,ENSG00000159200.17,1827,RCAN1,protein_coding,21,34513142,34615113,905.1434373,762.5467462,2368.269811,1874.302905,2470.882359,590,294,3292,2746,5085
327,ENSG00000204442.3,390.755964,-1.635773736,0.240999322,-6.787461985,1.14E-11,6.48E-10,ENSG00000204442,ENSG00000204442.3,728215,FAM155A,protein_coding,13,107163510,107867496,200.9725259,140.0596065,543.8675508,542.6332154,526.2469212,131,54,756,795,1083
328,ENSG00000198932.12,761.2465132,-1.279217775,0.188612951,-6.782237221,1.18E-11,6.70E-10,ENSG00000198932,ENSG00000198932.12,9737,GPRASP1,protein_coding,X,102651092,102659083,434.1620216,383.8670695,961.8398352,990.3909379,1035.972702,283,148,1337,1451,2132
329,ENSG00000070413.19,11623.84667,1.126022491,0.166245009,6.773270939,1.26E-11,7.11E-10,ENSG00000070413,ENSG00000070413.19,9993,DGCR2,protein_coding,22,19036282,19122454,15770.97379,18677.20789,8199.019148,7429.638428,8042.394084,10280,7201,11397,10885,16551
330,ENSG00000172534.13,14670.09802,1.502616739,0.222089003,6.76583135,1.33E-11,7.46E-10,ENSG00000172534,ENSG00000172534.13,3054,HCFC1,protein_coding,X,153947557,153971818,19238.1334,28725.1878,9406.894304,8296.486457,7683.788149,12540,11075,13076,12155,15813
331,ENSG00000267106.5,583.3881139,-1.340638381,0.198199831,-6.764074274,1.34E-11,7.53E-10,ENSG00000267106,ENSG00000267106.5,NA,ZNF561-AS1,lncRNA,19,9621249,9647203,325.2379809,280.1192129,776.953644,761.0516166,773.578115,212,108,1080,1115,1592
332,ENSG00000102290.22,1766.263038,-1.746846771,0.258439624,-6.759206445,1.39E-11,7.76E-10,ENSG00000102290,ENSG00000102290.22,27328,PCDH11X,protein_coding,X,91779261,92623230,935.8262657,521.3329796,2609.269321,2330.933875,2433.95275,610,201,3627,3415,5009
333,ENSG00000110628.13,1476.186258,-1.482781723,0.219635778,-6.751093723,1.47E-11,8.19E-10,ENSG00000110628,ENSG00000110628.13,5002,SLC22A18,protein_coding,11,2899721,2925246,581.4395979,845.5450316,2145.974741,1849.730835,1958.241083,379,326,2983,2710,4030
334,ENSG00000149503.12,5073.597049,1.547434646,0.229276596,6.749204543,1.49E-11,8.24E-10,ENSG00000149503,ENSG00000149503.12,3619,INCENP,protein_coding,11,62123998,62153169,6581.466688,10185.44582,2832.283793,3147.27265,2621.516288,4290,3927,3937,4611,5395
335,ENSG00000204272.12,2848.944805,-1.116713687,0.165457666,-6.749241147,1.49E-11,8.24E-10,ENSG00000204272,ENSG00000204272.12,550643,NBDY,protein_coding,X,56729241,56819179,1606.246066,1745.557688,3390.539374,3654.412875,3847.968023,1047,673,4713,5354,7919
336,ENSG00000170340.10,5920.45367,1.137352154,0.168632287,6.74456935,1.53E-11,8.49E-10,ENSG00000170340,ENSG00000170340.10,10678,B3GNT2,protein_coding,2,62196115,62224731,9263.145889,8336.14028,3669.667165,4359.494776,3973.820242,6038,3214,5101,6387,8178
337,ENSG00000257702.3,113.3949976,-2.93457912,0.435148233,-6.743860827,1.54E-11,8.50E-10,ENSG00000257702,ENSG00000257702.3,NA,LBX2-AS1,lncRNA,2,74502595,74504678,18.40969703,28.53066057,209.345843,144.0196333,166.6691542,12,11,291,211,343
338,ENSG00000196437.10,418.1057062,-1.56041617,0.231419315,-6.742808711,1.55E-11,8.54E-10,ENSG00000196437,ENSG00000196437.10,148266,ZNF569,protein_coding,19,37411155,37469275,193.3018188,191.9335348,534.515331,645.016841,525.7610053,126,74,743,945,1082
339,ENSG00000076258.9,290.5637093,-1.70382592,0.252950394,-6.735810495,1.63E-11,8.93E-10,ENSG00000076258,ENSG00000076258.9,2329,FMO4,protein_coding,1,171314183,171342084,133.4703035,111.5289459,433.7991179,365.850822,408.1693572,87,43,603,536,840
340,ENSG00000144045.13,206.4019121,-2.081747724,0.309368404,-6.729024995,1.71E-11,9.33E-10,ENSG00000144045,ENSG00000144045.13,165545,DQX1,protein_coding,2,74518131,74526281,76.70707096,62.24871398,349.6291398,255.2765064,288.1481295,50,24,486,374,593
341,ENSG00000131435.12,648.2678734,1.424250481,0.211743994,6.726285157,1.74E-11,9.48E-10,ENSG00000131435,ENSG00000131435.12,8572,PDLIM4,protein_coding,5,132257696,132273454,931.2238414,1149.007512,435.9573224,369.946167,355.2045239,607,443,606,542,731
342,ENSG00000120833.13,1720.963729,-1.201161485,0.178655775,-6.723328625,1.78E-11,9.65E-10,ENSG00000120833,ENSG00000120833.13,8835,SOCS2,protein_coding,12,93569814,93583487,877.5288918,1060.821834,2151.010551,2197.152604,2318.304766,572,409,2990,3219,4771
343,ENSG00000178053.17,636.4120839,-1.455366477,0.216870281,-6.710769543,1.94E-11,1.05E-09,ENSG00000178053,ENSG00000178053.17,4291,MLF1,protein_coding,3,158571163,158607252,351.318385,267.1507308,788.4640683,897.5631174,877.5641179,229,103,1096,1315,1806
344,ENSG00000143353.11,889.7149718,-1.401524798,0.209078176,-6.703352899,2.04E-11,1.10E-09,ENSG00000143353,ENSG00000143353.11,127018,LYPLAL1,protein_coding,1,219173869,219212865,515.4715168,376.0859803,1141.690216,1205.396552,1209.930594,336,145,1587,1766,2490
345,ENSG00000170417.15,281.6064891,-1.610457505,0.240435629,-6.698081769,2.11E-11,1.14E-09,ENSG00000170417,ENSG00000170417.15,130827,TMEM182,protein_coding,2,102736905,103019900,131.936162,119.3100351,386.3186174,378.8194145,391.6482165,86,46,537,555,806
346,ENSG00000087116.14,1641.7988,1.99507674,0.298075457,6.693193594,2.18E-11,1.17E-09,ENSG00000087116,ENSG00000087116.14,9509,ADAMTS2,protein_coding,5,179110853,179345461,2868.844454,3096.87352,456.8199666,855.9271096,930.5289512,1870,1194,635,1254,1915
347,ENSG00000215039.6,509.3289444,-1.870896588,0.28008373,-6.679776044,2.39E-11,1.28E-09,ENSG00000215039,ENSG00000215039.6,678655,CD27-AS1,lncRNA,12,6439001,6451567,141.1410106,256.7759452,766.8820226,728.2888564,653.5568874,92,99,1066,1067,1345
348,ENSG00000169710.8,54967.64836,1.607258282,0.240714204,6.677039645,2.44E-11,1.30E-09,ENSG00000169710,ENSG00000169710.8,2194,FASN,protein_coding,17,82078338,82098294,71363.6564,112805.0445,34649.25491,29595.69336,26424.59263,46517,43492,48164,43360,54381
349,ENSG00000107186.16,26504.48217,1.187290291,0.177840346,6.676158224,2.45E-11,1.31E-09,ENSG00000107186,ENSG00000107186.16,8777,MPDZ,protein_coding,9,13105706,13279692,43623.31125,36270.25068,16323.93994,19356.64825,16948.26072,28435,13984,22691,28359,34879
350,ENSG00000271270.5,294.3428142,-1.749542604,0.262485023,-6.665304506,2.64E-11,1.40E-09,ENSG00000271270,ENSG00000271270.5,100507032,TMCC1-AS1,lncRNA,3,129893811,129918575,130.4020206,111.5289459,389.915625,469.5995625,370.2679169,85,43,542,688,762
351,ENSG00000134954.14,595.4221067,-1.68930727,0.253567348,-6.662164058,2.70E-11,1.43E-09,ENSG00000134954,ENSG00000134954.14,2113,ETS1,protein_coding,11,128458761,128587558,312.9648495,191.9335348,800.6938942,777.4329967,894.0852586,204,74,1113,1139,1840
352,ENSG00000133710.15,191.1854879,-2.010986784,0.302198671,-6.654518952,2.84E-11,1.50E-09,ENSG00000133710,ENSG00000133710.15,11005,SPINK5,protein_coding,5,148025683,148137382,59.83151535,77.81089247,248.1935252,266.8799839,303.2115225,39,30,345,391,624
353,ENSG00000148773.13,19845.36623,1.278749703,0.192271434,6.650752403,2.92E-11,1.53E-09,ENSG00000148773,ENSG00000148773.13,4288,MKI67,protein_coding,10,128096659,128126423,28889.41706,32428.98629,12707.50849,14477.72721,10723.19211,18831,12503,17664,21211,22068
354,ENSG00000137843.11,2624.11786,1.258136839,0.189465329,6.640459459,3.13E-11,1.64E-09,ENSG00000137843,ENSG00000137843.11,56924,PAK6,protein_coding,15,40217428,40277487,3534.66183,4531.187638,1820.805253,1594.454329,1639.480251,2304,1747,2531,2336,3374
355,ENSG00000169064.12,193.0874572,-2.456885576,0.370054832,-6.639247387,3.15E-11,1.65E-09,ENSG00000169064,ENSG00000169064.12,79740,ZBBX,protein_coding,3,167239843,167407874,67.50222244,33.71805341,317.2560713,324.8973718,222.0635669,44,13,441,476,457
356,ENSG00000108511.9,742.4042864,1.893916323,0.286501543,6.610492582,3.83E-11,2.00E-09,ENSG00000108511,ENSG00000108511.9,3216,HOXB6,protein_coding,17,48595751,48604992,926.6214172,1719.620724,350.3485413,398.6135822,316.8171677,604,663,487,584,652
357,ENSG00000132478.9,1835.626036,1.068958226,0.162019109,6.597729323,4.18E-11,2.17E-09,ENSG00000132478,ENSG00000132478.9,85451,UNK,protein_coding,17,75784806,75825799,2569.686877,2783.036254,1240.248224,1337.812707,1247.346119,1675,1073,1724,1960,2567
358,ENSG00000223745.7,2699.17357,-1.137925733,0.172491305,-6.597003443,4.20E-11,2.18E-09,ENSG00000223745,ENSG00000223745.7,NA,CCDC18-AS1,lncRNA,1,93262186,93346025,1606.246066,1530.280885,3817.144477,3300.16553,3242.030894,1047,590,5306,4835,6672
